website_link,college_name,course_name,course_duration,course_type,fees,seats
https://www.careers360.com/university/academy-of-maritime-education-and-training-kanathur/courses,"Academy of Maritime Education and Training, Kanathur",BE Marine Engineering,4 Years ,Full time,NA,300
https://www.careers360.com/university/academy-of-maritime-education-and-training-kanathur/courses,"Academy of Maritime Education and Training, Kanathur",BE Mechanical Engineering,4 Years ,Full time,NA,108
https://www.careers360.com/university/academy-of-maritime-education-and-training-kanathur/courses,"Academy of Maritime Education and Training, Kanathur",MBA Shipping and Logistics Management,2 Years ,Full time,NA,NA
https://www.careers360.com/university/academy-of-maritime-education-and-training-kanathur/courses,"Academy of Maritime Education and Training, Kanathur",BE Electrical and Electronics Engineering,3 Years 10 Months,Full time,NA,54
https://www.careers360.com/university/academy-of-maritime-education-and-training-kanathur/courses,"Academy of Maritime Education and Training, Kanathur",BE Naval Architecture and Off Shore Engineering,4 Years ,Full time,NA,54
https://www.careers360.com/university/academy-of-maritime-education-and-training-kanathur/courses,"Academy of Maritime Education and Training, Kanathur",BE Mining Engineering,4 Years ,Full time,NA,30
https://www.careers360.com/university/academy-of-maritime-education-and-training-kanathur/courses,"Academy of Maritime Education and Training, Kanathur",BE Petroleum Engineering,4 Years ,Full time,NA,30
https://www.careers360.com/university/academy-of-maritime-education-and-training-kanathur/courses,"Academy of Maritime Education and Training, Kanathur",B.Tech Food Processing Technology,4 Years ,Full time,NA,30
https://www.careers360.com/university/academy-of-maritime-education-and-training-kanathur/courses,"Academy of Maritime Education and Training, Kanathur",ME Power Systems,2 Years ,Full time,NA,16
https://www.careers360.com/university/academy-of-maritime-education-and-training-kanathur/courses,"Academy of Maritime Education and Training, Kanathur",ME Naval Architecture and Off Shore Engineering,2 Years ,Full time,NA,16
https://www.careers360.com/university/academy-of-maritime-education-and-training-kanathur/courses,"Academy of Maritime Education and Training, Kanathur",ME Petroleum Engineering,2 Years ,Full time,NA,16
https://www.careers360.com/university/academy-of-maritime-education-and-training-kanathur/courses,"Academy of Maritime Education and Training, Kanathur",ME Thermal and Fluid Engineering,2 Years ,Full time,NA,16
https://www.careers360.com/university/academy-of-maritime-education-and-training-kanathur/courses,"Academy of Maritime Education and Training, Kanathur",Ph.D Naval Architecture and Off Shore Engineering,6 Years ,Full time,NA,16
https://www.careers360.com/university/academy-of-maritime-education-and-training-kanathur/courses,"Academy of Maritime Education and Training, Kanathur",Ph.D Naval Architecture and Off Shore Engineering Part Time,6 Years ,Part time,NA,NA
https://www.careers360.com/university/academy-of-maritime-education-and-training-kanathur/courses,"Academy of Maritime Education and Training, Kanathur",Ph.D Harbour and Ocean Engineering,6 Years ,Full time,NA,NA
https://www.careers360.com/university/academy-of-maritime-education-and-training-kanathur/courses,"Academy of Maritime Education and Training, Kanathur",BBA Shipping,3 Years ,Full time,NA,NA
https://www.careers360.com/university/academy-of-maritime-education-and-training-kanathur/courses,"Academy of Maritime Education and Training, Kanathur",Diploma in Petroleum Engineering,3 Years ,Full time,NA,NA
https://www.careers360.com/university/academy-of-maritime-education-and-training-kanathur/courses,"Academy of Maritime Education and Training, Kanathur",Diploma in Mechanical Engineering,3 Years ,Full time,NA,NA
https://www.careers360.com/university/academy-of-maritime-education-and-training-kanathur/courses,"Academy of Maritime Education and Training, Kanathur",Ph.D Chemistry Part Time,6 Years ,Part time,NA,NA
https://www.careers360.com/university/academy-of-maritime-education-and-training-kanathur/courses,"Academy of Maritime Education and Training, Kanathur",Ph.D Marine Engineering Part Time,6 Years ,Part time,NA,NA
https://www.careers360.com/university/alagappa-university-karaikudi/courses,"Alagappa University, Karaikudi",B.Com Computer Applications,3 Years ,Full time,NA,132
https://www.careers360.com/university/alagappa-university-karaikudi/courses,"Alagappa University, Karaikudi",B.Com,3 Years ,Full time,NA,132
https://www.careers360.com/university/alagappa-university-karaikudi/courses,"Alagappa University, Karaikudi",B.Com Corporate Secretaryship,3 Years ,Full time,NA,132
https://www.careers360.com/university/alagappa-university-karaikudi/courses,"Alagappa University, Karaikudi",BA English,3 Years ,Full time,NA,120
https://www.careers360.com/university/alagappa-university-karaikudi/courses,"Alagappa University, Karaikudi",B.Com,3 Years ,Full time,NA,120
https://www.careers360.com/university/alagappa-university-karaikudi/courses,"Alagappa University, Karaikudi",BA English,3 Years ,Full time,NA,120
https://www.careers360.com/university/alagappa-university-karaikudi/courses,"Alagappa University, Karaikudi",BBA,3 Years ,Full time,NA,120
https://www.careers360.com/university/alagappa-university-karaikudi/courses,"Alagappa University, Karaikudi",B.Com,3 Years ,Full time,NA,120
https://www.careers360.com/university/alagappa-university-karaikudi/courses,"Alagappa University, Karaikudi",B.Sc Mathematics,3 Years ,Full time,NA,120
https://www.careers360.com/university/alagappa-university-karaikudi/courses,"Alagappa University, Karaikudi",B.Sc Mathematics,3 Years ,Full time,NA,120
https://www.careers360.com/colleges/amrita-school-of-business-coimbatore/courses,"Amrita School of Business, Coimbatore",Ph.D Finance,6 Years ,Full time,NA,NA
https://www.careers360.com/colleges/ayya-nadar-janaki-ammal-polytechnic-college-sivakasi/courses,"Ayya Nadar Janaki Ammal Polytechnic College, Sivakasi",Diploma in Architecture Assistantship,3 Years ,Full time,NA,60
https://www.careers360.com/colleges/ayya-nadar-janaki-ammal-polytechnic-college-sivakasi/courses,"Ayya Nadar Janaki Ammal Polytechnic College, Sivakasi",Diploma in Computer Engineering,3 Years ,Full time,NA,60
https://www.careers360.com/colleges/ayya-nadar-janaki-ammal-polytechnic-college-sivakasi/courses,"Ayya Nadar Janaki Ammal Polytechnic College, Sivakasi",Diploma in Electrical and Electronics Engineering Self Financing,3 Years ,Full time,NA,60
https://www.careers360.com/colleges/aarupadai-veedu-institute-of-technology-kancheepuram/courses,"Aarupadai Veedu Institute of Technology, Kancheepuram",BE Computer Science and Engineering,4 Years ,Full time," ,₹ ,7.40 L",180
https://www.careers360.com/university/annamalai-university-annamalai-nagar/courses,"Annamalai University, Annamalai Nagar",B.P.Ed,2 Years ,Full time," ,₹ ,46.76 K",200
https://www.careers360.com/university/alagappa-university-karaikudi/courses,"Alagappa University, Karaikudi",B.Ed,2 Years ,Full time," ,₹ ,36.70 K",113
https://www.careers360.com/university/alagappa-university-karaikudi/courses,"Alagappa University, Karaikudi",B.Sc Microbiology,3 Years ,Full time,NA,88
https://www.careers360.com/university/alagappa-university-karaikudi/courses,"Alagappa University, Karaikudi",B.Sc Computer Science,3 Years ,Full time,NA,88
https://www.careers360.com/university/alagappa-university-karaikudi/courses,"Alagappa University, Karaikudi",BCA,3 Years ,Full time,NA,80
https://www.careers360.com/university/alagappa-university-karaikudi/courses,"Alagappa University, Karaikudi",B.Sc Physics,3 Years ,Full time,NA,80
https://www.careers360.com/university/alagappa-university-karaikudi/courses,"Alagappa University, Karaikudi",B.Sc Chemistry,3 Years ,Full time,NA,80
https://www.careers360.com/university/alagappa-university-karaikudi/courses,"Alagappa University, Karaikudi",B.Sc Information Technology,3 Years ,Full time,NA,80
https://www.careers360.com/university/alagappa-university-karaikudi/courses,"Alagappa University, Karaikudi",B.Sc Computer Science,3 Years ,Full time,NA,80
https://www.careers360.com/university/alagappa-university-karaikudi/courses,"Alagappa University, Karaikudi",BA Tamil,3 Years ,Full time,NA,72
https://www.careers360.com/colleges/amrita-school-of-business-coimbatore/courses,"Amrita School of Business, Coimbatore",Ph.D Economics,6 Years ,Full time,NA,NA
https://www.careers360.com/colleges/amrita-school-of-business-coimbatore/courses,"Amrita School of Business, Coimbatore",MBA,2 Years ,Full time," ,₹ ,10.60 L",NA
https://www.careers360.com/colleges/amrita-school-of-business-coimbatore/courses,"Amrita School of Business, Coimbatore",Ph.D Marketing,6 Years ,Full time,NA,NA
https://www.careers360.com/colleges/amrita-school-of-business-coimbatore/courses,"Amrita School of Business, Coimbatore",Ph.D Operations,6 Years ,Full time,NA,NA
https://www.careers360.com/colleges/amrita-school-of-business-coimbatore/courses,"Amrita School of Business, Coimbatore",Ph.D Organizational Behaviour and Human Resources,6 Years ,Full time,NA,NA
https://www.careers360.com/colleges/amrita-school-of-business-coimbatore/courses,"Amrita School of Business, Coimbatore",Ph.D Management Strategy,6 Years ,Full time,NA,NA
https://www.careers360.com/colleges/amrita-school-of-business-coimbatore/courses,"Amrita School of Business, Coimbatore",Ph.D Information Technology,6 Years ,Full time,NA,NA
https://www.careers360.com/colleges/ayya-nadar-janaki-ammal-polytechnic-college-sivakasi/courses,"Ayya Nadar Janaki Ammal Polytechnic College, Sivakasi",Diploma in Mechanical Engineering Self Financing,3 Years ,Full time,NA,60
https://www.careers360.com/colleges/ayya-nadar-janaki-ammal-polytechnic-college-sivakasi/courses,"Ayya Nadar Janaki Ammal Polytechnic College, Sivakasi",Diploma in Electronics and Communication Engineering,3 Years ,Full time,NA,60
https://www.careers360.com/colleges/aarupadai-veedu-institute-of-technology-kancheepuram/courses,"Aarupadai Veedu Institute of Technology, Kancheepuram",BE Mechanical Engineering,4 Years ,Full time," ,₹ ,7.40 L",180
https://www.careers360.com/colleges/aarupadai-veedu-institute-of-technology-kancheepuram/courses,"Aarupadai Veedu Institute of Technology, Kancheepuram",BE Electrical and Electronics Engineering,4 Years ,Full time," ,₹ ,7.40 L",90
https://www.careers360.com/colleges/aarupadai-veedu-institute-of-technology-kancheepuram/courses,"Aarupadai Veedu Institute of Technology, Kancheepuram",BE Civil Engineering,4 Years ,Full time," ,₹ ,7.40 L",90
https://www.careers360.com/colleges/aarupadai-veedu-institute-of-technology-kancheepuram/courses,"Aarupadai Veedu Institute of Technology, Kancheepuram",BE Electronics and Communication Engineering,4 Years ,Full time," ,₹ ,7.40 L",60
https://www.careers360.com/colleges/aarupadai-veedu-institute-of-technology-kancheepuram/courses,"Aarupadai Veedu Institute of Technology, Kancheepuram",BE Biomedical Engineering,4 Years ,Full time," ,₹ ,7.40 L",60
https://www.careers360.com/colleges/aarupadai-veedu-institute-of-technology-kancheepuram/courses,"Aarupadai Veedu Institute of Technology, Kancheepuram",MBA,2 Years ,Full time," ,₹ ,1.84 L",60
https://www.careers360.com/colleges/aarupadai-veedu-institute-of-technology-kancheepuram/courses,"Aarupadai Veedu Institute of Technology, Kancheepuram",BE Electronics and Communication Engineering Part Time,3 Years 6 Months,Part time," ,₹ ,2.15 L",60
https://www.careers360.com/colleges/aarupadai-veedu-institute-of-technology-kancheepuram/courses,"Aarupadai Veedu Institute of Technology, Kancheepuram",BE Mechanical Engineering Part Time,3 Years 6 Months,Part time," ,₹ ,2.15 L",60
https://www.careers360.com/university/annamalai-university-annamalai-nagar/courses,"Annamalai University, Annamalai Nagar",MBBS,5 Years 6 Months,Full time," ,₹ ,30.49 L",NA
https://www.careers360.com/university/annamalai-university-annamalai-nagar/courses,"Annamalai University, Annamalai Nagar",BE Electrical and Electronics Engineering,4 Years ,Full time," ,₹ ,2.15 L",120
https://www.careers360.com/university/annamalai-university-annamalai-nagar/courses,"Annamalai University, Annamalai Nagar",BE Information Technology,4 Years ,Full time," ,₹ ,2.15 L",120
https://www.careers360.com/university/annamalai-university-annamalai-nagar/courses,"Annamalai University, Annamalai Nagar",BE Computer Science and Engineering,4 Years ,Full time," ,₹ ,2.15 L",120
https://www.careers360.com/university/annamalai-university-annamalai-nagar/courses,"Annamalai University, Annamalai Nagar",BE Electrical and Electronics Engineering,4 Years ,Full time," ,₹ ,2.15 L",120
https://www.careers360.com/university/annamalai-university-annamalai-nagar/courses,"Annamalai University, Annamalai Nagar",BE Chemical Engineering,4 Years ,Full time," ,₹ ,2.15 L",120
https://www.careers360.com/university/annamalai-university-annamalai-nagar/courses,"Annamalai University, Annamalai Nagar",BE Mechanical Engineering,4 Years ,Full time," ,₹ ,2.65 L",120
https://www.careers360.com/university/annamalai-university-annamalai-nagar/courses,"Annamalai University, Annamalai Nagar",BE Mechanical Engineering,4 Years ,Full time," ,₹ ,2.65 L",120
https://www.careers360.com/university/alagappa-university-karaikudi/courses,"Alagappa University, Karaikudi",BA Tamil,3 Years ,Full time,NA,72
https://www.careers360.com/colleges/aarupadai-veedu-institute-of-technology-kancheepuram/courses,"Aarupadai Veedu Institute of Technology, Kancheepuram",BE Computer Science and Engineering Part Time,3 Years 6 Months,Part time," ,₹ ,2.15 L",60
https://www.careers360.com/colleges/aarupadai-veedu-institute-of-technology-kancheepuram/courses,"Aarupadai Veedu Institute of Technology, Kancheepuram",BE Electrical and Electronics Engineering Part Time,3 Years 6 Months,Part time," ,₹ ,2.15 L",60
https://www.careers360.com/colleges/aarupadai-veedu-institute-of-technology-kancheepuram/courses,"Aarupadai Veedu Institute of Technology, Kancheepuram",BE Civil Engineering Part Time,3 Years 6 Months,Part time," ,₹ ,2.15 L",60
https://www.careers360.com/colleges/aarupadai-veedu-institute-of-technology-kancheepuram/courses,"Aarupadai Veedu Institute of Technology, Kancheepuram",BE Automobile Engineering,4 Years ,Full time," ,₹ ,1.96 L",60
https://www.careers360.com/colleges/aarupadai-veedu-institute-of-technology-kancheepuram/courses,"Aarupadai Veedu Institute of Technology, Kancheepuram",BE Computer Science and Design,4 Years ,Full time," ,₹ ,1.96 L",60
https://www.careers360.com/colleges/aarupadai-veedu-institute-of-technology-kancheepuram/courses,"Aarupadai Veedu Institute of Technology, Kancheepuram",BE Cyber Security,4 Years ,Full time," ,₹ ,1.96 L",60
https://www.careers360.com/colleges/aarupadai-veedu-institute-of-technology-kancheepuram/courses,"Aarupadai Veedu Institute of Technology, Kancheepuram",BE Artificial Intelligence and Data Science,4 Years ,Full time," ,₹ ,7.40 L",60
https://www.careers360.com/colleges/aarupadai-veedu-institute-of-technology-kancheepuram/courses,"Aarupadai Veedu Institute of Technology, Kancheepuram",ME Computer Science and Engineering,2 Years ,Full time," ,₹ ,74.05 K",36
https://www.careers360.com/university/annamalai-university-annamalai-nagar/courses,"Annamalai University, Annamalai Nagar",BE Computer Science and Engineering,4 Years ,Full time," ,₹ ,2.15 L",120
https://www.careers360.com/university/annamalai-university-annamalai-nagar/courses,"Annamalai University, Annamalai Nagar",BE Chemical Engineering,4 Years ,Full time," ,₹ ,2.15 L",120
https://www.careers360.com/university/annamalai-university-annamalai-nagar/courses,"Annamalai University, Annamalai Nagar",BE Information Technology,4 Years ,Full time," ,₹ ,2.15 L",120
https://www.careers360.com/university/annamalai-university-annamalai-nagar/courses,"Annamalai University, Annamalai Nagar",BDS,5 Years ,Full time," ,₹ ,12.50 L",NA
https://www.careers360.com/university/annamalai-university-annamalai-nagar/courses,"Annamalai University, Annamalai Nagar",B.Sc Nursing,4 Years ,Full time,NA,100
https://www.careers360.com/university/annamalai-university-annamalai-nagar/courses,"Annamalai University, Annamalai Nagar",BE Civil Engineering,4 Years ,Full time," ,₹ ,2.65 L",60
https://www.careers360.com/university/annamalai-university-annamalai-nagar/courses,"Annamalai University, Annamalai Nagar",BE Civil and Structural Engineering,4 Years ,Full time," ,₹ ,2.15 L",60
https://www.careers360.com/university/annamalai-university-annamalai-nagar/courses,"Annamalai University, Annamalai Nagar",BE Electronics and Communication Engineering,4 Years ,Full time," ,₹ ,2.15 L",60
https://www.careers360.com/colleges/bannari-amman-institute-of-technology-erode/courses,"Bannari Amman Institute of Technology, Erode",BE Electronics and Communication Engineering,4 Years ,Full time," ,₹ ,3.00 L",240
https://www.careers360.com/colleges/aarupadai-veedu-institute-of-technology-kancheepuram/courses,"Aarupadai Veedu Institute of Technology, Kancheepuram",ME Construction Engineering and Management,2 Years ,Full time," ,₹ ,74.05 K",36
https://www.careers360.com/colleges/aarupadai-veedu-institute-of-technology-kancheepuram/courses,"Aarupadai Veedu Institute of Technology, Kancheepuram",ME Embedded Systems Technologies,2 Years ,Full time," ,₹ ,74.05 K",36
https://www.careers360.com/colleges/aarupadai-veedu-institute-of-technology-kancheepuram/courses,"Aarupadai Veedu Institute of Technology, Kancheepuram",ME Power Systems Engineering,2 Years ,Full time," ,₹ ,74.05 K",36
https://www.careers360.com/university/annamalai-university-annamalai-nagar/courses,"Annamalai University, Annamalai Nagar",D.Pharma,2 Years ,Full time," ,₹ ,32.76 K",60
https://www.careers360.com/university/annamalai-university-annamalai-nagar/courses,"Annamalai University, Annamalai Nagar",BE Machine Learning,4 Years ,Full time," ,₹ ,2.15 L",60
https://www.careers360.com/university/annamalai-university-annamalai-nagar/courses,"Annamalai University, Annamalai Nagar",BE Electronics and Instrumentation Engineering,4 Years ,Full time," ,₹ ,2.15 L",60
https://www.careers360.com/colleges/bannari-amman-institute-of-technology-erode/courses,"Bannari Amman Institute of Technology, Erode",BE Computer Science and Engineering,4 Years ,Full time," ,₹ ,3.00 L",240
https://www.careers360.com/colleges/bannari-amman-institute-of-technology-erode/courses,"Bannari Amman Institute of Technology, Erode",B.Tech Information Technology,4 Years ,Full time," ,₹ ,2.80 L",180
https://www.careers360.com/colleges/bannari-amman-institute-of-technology-erode/courses,"Bannari Amman Institute of Technology, Erode",BE Mechanical Engineering,4 Years ,Full time," ,₹ ,3.00 L",120
https://www.careers360.com/colleges/bannari-amman-institute-of-technology-erode/courses,"Bannari Amman Institute of Technology, Erode",BE Electrical and Electronics Engineering,4 Years ,Full time," ,₹ ,2.80 L",120
https://www.careers360.com/colleges/bannari-amman-institute-of-technology-erode/courses,"Bannari Amman Institute of Technology, Erode",B.Tech Biotechnology,4 Years ,Full time," ,₹ ,3.00 L",120
https://www.careers360.com/colleges/bannari-amman-institute-of-technology-erode/courses,"Bannari Amman Institute of Technology, Erode",B.Tech Artificial Intelligence and Data Science,4 Years ,Full time," ,₹ ,2.80 L",120
https://www.careers360.com/colleges/bannari-amman-institute-of-technology-erode/courses,"Bannari Amman Institute of Technology, Erode",BE Electronics and Instrumentation Engineering,4 Years ,Full time," ,₹ ,2.80 L",60
https://www.careers360.com/colleges/bannari-amman-institute-of-technology-erode/courses,"Bannari Amman Institute of Technology, Erode",BE Civil Engineering,4 Years ,Full time," ,₹ ,2.80 L",60
https://www.careers360.com/university/bharathiar-university-coimbatore/courses,"Bharathiar University, Coimbatore",B.Com Computer Applications,3 Years ,Full time,NA,180
https://www.careers360.com/university/bharathidasan-university-tiruchirappalli/courses,"Bharathidasan University, Tiruchirappalli",B.Sc Computer Science,3 Years ,Full time,NA,210
https://www.careers360.com/university/bs-abdur-rahman-crescent-institute-of-science-and-technology-chennai/courses,"BS Abdur Rahman Crescent Institute of Science and Technology, Chennai",MBA,2 Years ,Full time," ,₹ ,4.70 L",NA
https://www.careers360.com/colleges/chettinad-college-of-engineering-and-technology-karur/courses,"Chettinad College of Engineering and Technology, Karur",BE Artificial Intelligence and Data Science,4 Years ,Full time,NA,60
https://www.careers360.com/colleges/chettinad-college-of-engineering-and-technology-karur/courses,"Chettinad College of Engineering and Technology, Karur",BE Computer Science and Engineering,4 Years ,Full time,NA,60
https://www.careers360.com/colleges/chettinad-college-of-engineering-and-technology-karur/courses,"Chettinad College of Engineering and Technology, Karur",BE Electronics and Communication Engineering,4 Years ,Full time,NA,60
https://www.careers360.com/colleges/chennai-institute-of-technology-chennai/courses,"Chennai Institute of Technology, Chennai",BE Computer Science and Engineering,4 Years ,Full time," ,₹ ,2.20 L",180
https://www.careers360.com/colleges/bannari-amman-institute-of-technology-erode/courses,"Bannari Amman Institute of Technology, Erode",B.Tech Textile Technology,4 Years ,Full time," ,₹ ,2.80 L",60
https://www.careers360.com/colleges/bannari-amman-institute-of-technology-erode/courses,"Bannari Amman Institute of Technology, Erode",B.Tech Food Technology,4 Years ,Full time," ,₹ ,2.80 L",60
https://www.careers360.com/colleges/bannari-amman-institute-of-technology-erode/courses,"Bannari Amman Institute of Technology, Erode",BE Computer Technology,4 Years ,Full time," ,₹ ,2.80 L",60
https://www.careers360.com/colleges/bannari-amman-institute-of-technology-erode/courses,"Bannari Amman Institute of Technology, Erode",B.Tech Artificial Intelligence and Machine Learning,4 Years ,Full time," ,₹ ,2.80 L",60
https://www.careers360.com/colleges/bannari-amman-institute-of-technology-erode/courses,"Bannari Amman Institute of Technology, Erode",B.Tech Computer Science and Business Systems,4 Years ,Full time," ,₹ ,2.80 L",60
https://www.careers360.com/colleges/bannari-amman-institute-of-technology-erode/courses,"Bannari Amman Institute of Technology, Erode",BE Information Science and Engineering,4 Years ,Full time," ,₹ ,2.80 L",60
https://www.careers360.com/colleges/bannari-amman-institute-of-technology-erode/courses,"Bannari Amman Institute of Technology, Erode",BE Biomedical Engineering,4 Years ,Full time," ,₹ ,2.80 L",60
https://www.careers360.com/colleges/bannari-amman-institute-of-technology-erode/courses,"Bannari Amman Institute of Technology, Erode",B.Tech Computer Science and Design,4 Years ,Full time," ,₹ ,2.80 L",60
https://www.careers360.com/university/bharathiar-university-coimbatore/courses,"Bharathiar University, Coimbatore",BCA,3 Years ,Full time,NA,180
https://www.careers360.com/university/bharathiar-university-coimbatore/courses,"Bharathiar University, Coimbatore",B.Com Computer Application,3 Years ,Full time,NA,180
https://www.careers360.com/university/bharathiar-university-coimbatore/courses,"Bharathiar University, Coimbatore",B.Sc Computer Science,3 Years ,Full time,NA,180
https://www.careers360.com/university/bharathiar-university-coimbatore/courses,"Bharathiar University, Coimbatore",B.Com,3 Years ,Full time,NA,122
https://www.careers360.com/university/bharathiar-university-coimbatore/courses,"Bharathiar University, Coimbatore",MBA,2 Years ,Full time," ,₹ ,3.00 L",NA
https://www.careers360.com/university/bharathiar-university-coimbatore/courses,"Bharathiar University, Coimbatore",MBA,2 Years ,Full time,NA,NA
https://www.careers360.com/university/bharathiar-university-coimbatore/courses,"Bharathiar University, Coimbatore",MBA,2 Years ,Full time,NA,120
https://www.careers360.com/university/bharathiar-university-coimbatore/courses,"Bharathiar University, Coimbatore",B.Com,3 Years ,Full time,NA,120
https://www.careers360.com/university/bharathidasan-university-tiruchirappalli/courses,"Bharathidasan University, Tiruchirappalli",MCA,2 Years ,Full time,NA,180
https://www.careers360.com/university/bharathidasan-university-tiruchirappalli/courses,"Bharathidasan University, Tiruchirappalli",BA English Literature Self Finance,3 Years ,Full time,NA,180
https://www.careers360.com/university/bharathidasan-university-tiruchirappalli/courses,"Bharathidasan University, Tiruchirappalli",B.Com,3 Years ,Full time,NA,180
https://www.careers360.com/university/bharathidasan-university-tiruchirappalli/courses,"Bharathidasan University, Tiruchirappalli",B.Sc Mathematics,3 Years ,Full time,NA,165
https://www.careers360.com/university/bharathidasan-university-tiruchirappalli/courses,"Bharathidasan University, Tiruchirappalli",B.Sc Mathematics Self Finance,3 Years ,Full time,NA,160
https://www.careers360.com/university/bharathidasan-university-tiruchirappalli/courses,"Bharathidasan University, Tiruchirappalli",B.Com Self Finance,3 Years ,Full time,NA,150
https://www.careers360.com/university/bharathidasan-university-tiruchirappalli/courses,"Bharathidasan University, Tiruchirappalli",B.Com Computer Applications Self Finance,3 Years ,Full time,NA,150
https://www.careers360.com/university/bharathidasan-university-tiruchirappalli/courses,"Bharathidasan University, Tiruchirappalli",B.Com,3 Years ,Full time,NA,150
https://www.careers360.com/university/bharathidasan-university-tiruchirappalli/courses,"Bharathidasan University, Tiruchirappalli",B.Sc Botany,3 Years ,Full time," ,₹ ,3.47 K",144
https://www.careers360.com/university/bs-abdur-rahman-crescent-institute-of-science-and-technology-chennai/courses,"BS Abdur Rahman Crescent Institute of Science and Technology, Chennai",B.Tech Computer Science and Engineering,4 Years ,Full time," ,₹ ,8.35 L",NA
https://www.careers360.com/university/bs-abdur-rahman-crescent-institute-of-science-and-technology-chennai/courses,"BS Abdur Rahman Crescent Institute of Science and Technology, Chennai",B.Tech Electronics and Communication Engineering,4 Years ,Full time," ,₹ ,8.35 L",NA
https://www.careers360.com/university/bs-abdur-rahman-crescent-institute-of-science-and-technology-chennai/courses,"BS Abdur Rahman Crescent Institute of Science and Technology, Chennai",B.Tech Artificial Intelligence and Data Science,4 Years ,Full time," ,₹ ,8.35 L",NA
https://www.careers360.com/university/bs-abdur-rahman-crescent-institute-of-science-and-technology-chennai/courses,"BS Abdur Rahman Crescent Institute of Science and Technology, Chennai",MCA,2 Years ,Full time," ,₹ ,2.20 L",120
https://www.careers360.com/university/bs-abdur-rahman-crescent-institute-of-science-and-technology-chennai/courses,"BS Abdur Rahman Crescent Institute of Science and Technology, Chennai",B.Tech Mechanical Engineering,4 Years ,Full time," ,₹ ,8.35 L",NA
https://www.careers360.com/university/bs-abdur-rahman-crescent-institute-of-science-and-technology-chennai/courses,"BS Abdur Rahman Crescent Institute of Science and Technology, Chennai",BBA LLB Hons,5 Years ,Full time,NA,NA
https://www.careers360.com/university/bs-abdur-rahman-crescent-institute-of-science-and-technology-chennai/courses,"BS Abdur Rahman Crescent Institute of Science and Technology, Chennai",B.Tech Electrical and Electronics Engineering,4 Years ,Full time," ,₹ ,6.35 L",NA
https://www.careers360.com/university/bs-abdur-rahman-crescent-institute-of-science-and-technology-chennai/courses,"BS Abdur Rahman Crescent Institute of Science and Technology, Chennai",B.Arch,5 Years ,Full time,NA,80
https://www.careers360.com/university/bs-abdur-rahman-crescent-institute-of-science-and-technology-chennai/courses,"BS Abdur Rahman Crescent Institute of Science and Technology, Chennai",BA LLB Hons,5 Years ,Full time,NA,60
https://www.careers360.com/colleges/chettinad-college-of-engineering-and-technology-karur/courses,"Chettinad College of Engineering and Technology, Karur",BE Electrical and Electronics Engineering,4 Years ,Full time,NA,60
https://www.careers360.com/colleges/chettinad-college-of-engineering-and-technology-karur/courses,"Chettinad College of Engineering and Technology, Karur",MBA,2 Years ,Full time,NA,60
https://www.careers360.com/colleges/chettinad-college-of-engineering-and-technology-karur/courses,"Chettinad College of Engineering and Technology, Karur",BE Civil Engineering,4 Years ,Full time,NA,60
https://www.careers360.com/colleges/chettinad-college-of-engineering-and-technology-karur/courses,"Chettinad College of Engineering and Technology, Karur",BE Mechanical Engineering,4 Years ,Full time,NA,60
https://www.careers360.com/colleges/chettinad-college-of-engineering-and-technology-karur/courses,"Chettinad College of Engineering and Technology, Karur",ME VLSI Design,2 Years ,Full time,NA,18
https://www.careers360.com/colleges/chennai-institute-of-technology-chennai/courses,"Chennai Institute of Technology, Chennai",B.Tech Artificial Intelligence and Data Science,4 Years ,Full time," ,₹ ,2.00 L",150
https://www.careers360.com/colleges/chennai-institute-of-technology-chennai/courses,"Chennai Institute of Technology, Chennai",BE Mechanical Engineering,4 Years ,Full time," ,₹ ,2.20 L",120
https://www.careers360.com/colleges/chennai-institute-of-technology-chennai/courses,"Chennai Institute of Technology, Chennai",BE Electronics and Communication Engineering,4 Years ,Full time," ,₹ ,2.20 L",120
https://www.careers360.com/colleges/chennai-institute-of-technology-chennai/courses,"Chennai Institute of Technology, Chennai",B.Tech Information Technology,4 Years ,Full time," ,₹ ,2.00 L",120
https://www.careers360.com/colleges/chennai-institute-of-technology-chennai/courses,"Chennai Institute of Technology, Chennai",B.Tech Computer Science and Business System,4 Years ,Full time," ,₹ ,2.00 L",60
https://www.careers360.com/colleges/chennai-institute-of-technology-chennai/courses,"Chennai Institute of Technology, Chennai",BE Mechatronics Engineering,4 Years ,Full time," ,₹ ,2.20 L",60
https://www.careers360.com/colleges/chennai-institute-of-technology-chennai/courses,"Chennai Institute of Technology, Chennai",BE Biomedical Engineering,4 Years ,Full time," ,₹ ,2.00 L",60
https://www.careers360.com/colleges/chennai-institute-of-technology-chennai/courses,"Chennai Institute of Technology, Chennai",BE CSE Artificial Intelligence and Machine Learning,4 Years ,Full time," ,₹ ,2.20 L",60
https://www.careers360.com/colleges/chennai-institute-of-technology-chennai/courses,"Chennai Institute of Technology, Chennai",BE CSE Cyber Security,4 Years ,Full time," ,₹ ,2.20 L",60
https://www.careers360.com/colleges/coimbatore-institute-of-technology-coimbatore/courses,"Coimbatore Institute of Technology, Coimbatore",BE Mechanical Engineering,4 Years ,Full time," ,₹ ,1.01 L",120
