website_link,college_name,course_name,course_duration,course_type,fees,seats
https://www.careers360.com/colleges/avs-college-of-technology-salem/courses,"AVS College of Technology, Salem",BE Electronics and Communication Engineering,4 Years ,Full time,NA,60
https://www.careers360.com/colleges/avs-college-of-technology-salem/courses,"AVS College of Technology, Salem",BE Agriculture Engineering,4 Years ,Full time,NA,60
https://www.careers360.com/colleges/avs-college-of-technology-salem/courses,"AVS College of Technology, Salem",BE Computer Science and Engineering,4 Years ,Full time,NA,60
https://www.careers360.com/colleges/avs-college-of-technology-salem/courses,"AVS College of Technology, Salem",BE Mechanical Engineering,4 Years ,Full time,NA,60
https://www.careers360.com/colleges/avs-college-of-technology-salem/courses,"AVS College of Technology, Salem",ME Computer Science and Engineering,2 Years ,Full time,NA,18
https://www.careers360.com/colleges/avs-college-of-technology-salem/courses,"AVS College of Technology, Salem",ME Applied Electronics,2 Years ,Full time,NA,18
https://www.careers360.com/colleges/avs-college-of-technology-salem/courses,"AVS College of Technology, Salem",BE Civil Engineering,4 Years ,Full time,NA,NA
https://www.careers360.com/colleges/adhiparasakthi-polytechnic-college-melmaruvathur/courses,"Adhiparasakthi Polytechnic College, Melmaruvathur",Diploma in Mechanical Engineering,3 Years ,Full time,NA,120
https://www.careers360.com/colleges/adhiparasakthi-polytechnic-college-melmaruvathur/courses,"Adhiparasakthi Polytechnic College, Melmaruvathur",Diploma in Electrical and Electronics Engineering,3 Years ,Full time,NA,120
https://www.careers360.com/colleges/adhiparasakthi-polytechnic-college-melmaruvathur/courses,"Adhiparasakthi Polytechnic College, Melmaruvathur",Diploma in Computer Engineering,3 Years ,Full time,NA,60
https://www.careers360.com/colleges/adhiparasakthi-polytechnic-college-melmaruvathur/courses,"Adhiparasakthi Polytechnic College, Melmaruvathur",Diploma in Electronics and Communication Engineering,3 Years ,Full time,NA,60
https://www.careers360.com/colleges/adhiparasakthi-polytechnic-college-melmaruvathur/courses,"Adhiparasakthi Polytechnic College, Melmaruvathur",Diploma in Civil Engineering,3 Years ,Full time,NA,60
https://www.careers360.com/colleges/adhiparasakthi-engineering-college-kancheepuram/courses,"Adhiparasakthi Engineering College, Kancheepuram",BE Mechanical Engineering,4 Years ,Full time,NA,120
https://www.careers360.com/colleges/adhiparasakthi-engineering-college-kancheepuram/courses,"Adhiparasakthi Engineering College, Kancheepuram",BE Electronics and Communication Engineering,4 Years ,Full time,NA,90
https://www.careers360.com/colleges/adhiparasakthi-engineering-college-kancheepuram/courses,"Adhiparasakthi Engineering College, Kancheepuram",BE Computer Science and Engineering,4 Years ,Full time,NA,90
https://www.careers360.com/colleges/adhiparasakthi-engineering-college-kancheepuram/courses,"Adhiparasakthi Engineering College, Kancheepuram",BE Civil Engineering,4 Years ,Full time,NA,60
https://www.careers360.com/colleges/adhiparasakthi-engineering-college-kancheepuram/courses,"Adhiparasakthi Engineering College, Kancheepuram",BE Electrical and Electronics Engineering,4 Years ,Full time,NA,60
https://www.careers360.com/colleges/adhiparasakthi-engineering-college-kancheepuram/courses,"Adhiparasakthi Engineering College, Kancheepuram",MCA,3 Years ,Full time,NA,60
https://www.careers360.com/colleges/adhiparasakthi-engineering-college-kancheepuram/courses,"Adhiparasakthi Engineering College, Kancheepuram",MBA,2 Years ,Full time,NA,60
https://www.careers360.com/colleges/adhiparasakthi-engineering-college-kancheepuram/courses,"Adhiparasakthi Engineering College, Kancheepuram",B.Tech Chemical Engineering,4 Years ,Full time,NA,40
https://www.careers360.com/colleges/adhiparasakthi-engineering-college-kancheepuram/courses,"Adhiparasakthi Engineering College, Kancheepuram",B.Tech Information Technology,4 Years ,Full time,NA,30
https://www.careers360.com/colleges/adhiparasakthi-engineering-college-kancheepuram/courses,"Adhiparasakthi Engineering College, Kancheepuram",ME Power Electronics and Drives Engineering,2 Years ,Full time,NA,18
https://www.careers360.com/colleges/adhiparasakthi-engineering-college-kancheepuram/courses,"Adhiparasakthi Engineering College, Kancheepuram",ME Construction Technology and Management,2 Years ,Full time,NA,18
https://www.careers360.com/colleges/adhiparasakthi-engineering-college-kancheepuram/courses,"Adhiparasakthi Engineering College, Kancheepuram",ME Thermal Engineering,2 Years ,Full time,NA,18
https://www.careers360.com/colleges/adhiparasakthi-engineering-college-kancheepuram/courses,"Adhiparasakthi Engineering College, Kancheepuram",ME Computer Science and Engineering,2 Years ,Full time,NA,18
https://www.careers360.com/colleges/adhiparasakthi-engineering-college-kancheepuram/courses,"Adhiparasakthi Engineering College, Kancheepuram",ME VLSI Design,2 Years ,Full time,NA,9
https://www.careers360.com/colleges/adhiparasakthi-engineering-college-kancheepuram/courses,"Adhiparasakthi Engineering College, Kancheepuram",Ph.D Mechanical Engineering,6 Years ,Full time,NA,NA
https://www.careers360.com/colleges/adhiparasakthi-engineering-college-kancheepuram/courses,"Adhiparasakthi Engineering College, Kancheepuram",Ph.D Chemistry,6 Years ,Full time,NA,NA
https://www.careers360.com/colleges/adhiparasakthi-engineering-college-kancheepuram/courses,"Adhiparasakthi Engineering College, Kancheepuram",Ph.D Physics,6 Years ,Full time,NA,NA
https://www.careers360.com/colleges/adhiparasakthi-engineering-college-kancheepuram/courses,"Adhiparasakthi Engineering College, Kancheepuram",Ph.D Civil Engineering,6 Years ,Full time,NA,NA
https://www.careers360.com/colleges/adhiparasakthi-engineering-college-kancheepuram/courses,"Adhiparasakthi Engineering College, Kancheepuram",Ph.D Electronics and Communication Engineering,6 Years ,Full time,NA,NA
https://www.careers360.com/colleges/adhiparasakthi-engineering-college-kancheepuram/courses,"Adhiparasakthi Engineering College, Kancheepuram",Ph.D Computer Science and Engineering,6 Years ,Full time,NA,NA
https://www.careers360.com/colleges/adhiparasakthi-polytechnic-college-pappireddipatti/courses,"Adhiparasakthi Polytechnic College, Pappireddipatti",Diploma in Electrical and Electronics Engineering,3 Years ,Full time," ,₹ ,65.10 K",120
https://www.careers360.com/colleges/adhiparasakthi-polytechnic-college-pappireddipatti/courses,"Adhiparasakthi Polytechnic College, Pappireddipatti",Diploma in Mechanical Engineering,3 Years ,Full time," ,₹ ,65.10 K",120
https://www.careers360.com/colleges/adhiparasakthi-polytechnic-college-pappireddipatti/courses,"Adhiparasakthi Polytechnic College, Pappireddipatti",Diploma in Electronics and Communication Engineering,3 Years ,Full time," ,₹ ,65.10 K",60
https://www.careers360.com/colleges/adhiparasakthi-polytechnic-college-pappireddipatti/courses,"Adhiparasakthi Polytechnic College, Pappireddipatti",Diploma in Computer Engineering,3 Years ,Full time," ,₹ ,65.10 K",60
https://www.careers360.com/colleges/adhiparasakthi-polytechnic-college-pappireddipatti/courses,"Adhiparasakthi Polytechnic College, Pappireddipatti",Diploma in Civil Engineering,3 Years ,Full time," ,₹ ,65.10 K",60
https://www.careers360.com/colleges/agricultural-engineering-college-and-research-institute-coimbatore/courses,"Agricultural Engineering College and Research Institute, Coimbatore",B.Tech Food Technology,4 Years ,Full time,NA,60
https://www.careers360.com/colleges/agricultural-engineering-college-and-research-institute-coimbatore/courses,"Agricultural Engineering College and Research Institute, Coimbatore",B.Tech Energy Engineering,4 Years ,Full time,NA,60
https://www.careers360.com/colleges/agricultural-engineering-college-and-research-institute-coimbatore/courses,"Agricultural Engineering College and Research Institute, Coimbatore",M.Tech Agricultural Engineering,2 Years ,Full time,NA,18
https://www.careers360.com/colleges/agricultural-engineering-college-and-research-institute-coimbatore/courses,"Agricultural Engineering College and Research Institute, Coimbatore",Ph.D Renewable Energy Engineering,6 Years ,Full time,NA,NA
https://www.careers360.com/colleges/agricultural-engineering-college-and-research-institute-coimbatore/courses,"Agricultural Engineering College and Research Institute, Coimbatore",M.Tech Soil and Water Conservation Engineering,2 Years ,Full time,NA,NA
https://www.careers360.com/colleges/agricultural-engineering-college-and-research-institute-coimbatore/courses,"Agricultural Engineering College and Research Institute, Coimbatore",Ph.D Food Process Engineering,6 Years ,Full time,NA,NA
https://www.careers360.com/colleges/agricultural-engineering-college-and-research-institute-coimbatore/courses,"Agricultural Engineering College and Research Institute, Coimbatore",Ph.D Farm Machinery and Power Engineering,6 Years ,Full time,NA,NA
https://www.careers360.com/colleges/agricultural-engineering-college-and-research-institute-coimbatore/courses,"Agricultural Engineering College and Research Institute, Coimbatore",M.Tech Processing and Food Engineering,2 Years ,Full time,NA,NA
https://www.careers360.com/colleges/agricultural-engineering-college-and-research-institute-coimbatore/courses,"Agricultural Engineering College and Research Institute, Coimbatore",M.Tech Renewable Energy Engineering,2 Years ,Full time,NA,NA
https://www.careers360.com/colleges/agricultural-engineering-college-and-research-institute-coimbatore/courses,"Agricultural Engineering College and Research Institute, Coimbatore",M.Tech Farm Machinery and Power Engineering,2 Years ,Full time,NA,NA
https://www.careers360.com/colleges/agricultural-engineering-college-and-research-institute-coimbatore/courses,"Agricultural Engineering College and Research Institute, Coimbatore",Ph.D Soil and Water Conservation Engineering,6 Years ,Full time,NA,NA
https://www.careers360.com/colleges/adaikalamatha-college-thanjavur/courses,"Adaikalamatha College, Thanjavur",B.Ed,2 Years ,Full time,NA,NA
https://www.careers360.com/colleges/adaikalamatha-college-thanjavur/courses,"Adaikalamatha College, Thanjavur",BA English,3 Years ,Full time," ,₹ ,25.00 K",NA
https://www.careers360.com/colleges/adaikalamatha-college-thanjavur/courses,"Adaikalamatha College, Thanjavur",B.Sc Industrial Electronics,3 Years ,Full time,NA,NA
https://www.careers360.com/colleges/adaikalamatha-college-thanjavur/courses,"Adaikalamatha College, Thanjavur",M.Com,2 Years ,Full time," ,₹ ,24.00 K",NA
https://www.careers360.com/colleges/adaikalamatha-college-thanjavur/courses,"Adaikalamatha College, Thanjavur",MSW,2 Years ,Full time," ,₹ ,24.00 K",NA
https://www.careers360.com/colleges/adaikalamatha-college-thanjavur/courses,"Adaikalamatha College, Thanjavur",M.Sc Information Science and Management,2 Years ,Full time,NA,NA
https://www.careers360.com/colleges/adaikalamatha-college-thanjavur/courses,"Adaikalamatha College, Thanjavur",B.Com,3 Years ,Full time," ,₹ ,25.00 K",NA
https://www.careers360.com/colleges/adaikalamatha-college-thanjavur/courses,"Adaikalamatha College, Thanjavur",BBA,3 Years ,Full time," ,₹ ,25.00 K",NA
https://www.careers360.com/colleges/adaikalamatha-college-thanjavur/courses,"Adaikalamatha College, Thanjavur",B.Sc Computer Science,3 Years ,Full time," ,₹ ,34.00 K",NA
https://www.careers360.com/colleges/adaikalamatha-college-thanjavur/courses,"Adaikalamatha College, Thanjavur",B.Sc Physics,3 Years ,Full time," ,₹ ,34.00 K",NA
https://www.careers360.com/colleges/adaikalamatha-college-thanjavur/courses,"Adaikalamatha College, Thanjavur",MCA,3 Years ,Full time,NA,NA
https://www.careers360.com/colleges/adaikalamatha-college-thanjavur/courses,"Adaikalamatha College, Thanjavur",M.Sc Computer Science,2 Years ,Full time," ,₹ ,32.00 K",NA
https://www.careers360.com/colleges/adaikalamatha-college-thanjavur/courses,"Adaikalamatha College, Thanjavur",M.Sc Applied Physics,2 Years ,Full time,NA,NA
https://www.careers360.com/colleges/adaikalamatha-college-thanjavur/courses,"Adaikalamatha College, Thanjavur",M.Sc Electronics,2 Years ,Full time,NA,NA
https://www.careers360.com/colleges/adaikalamatha-college-thanjavur/courses,"Adaikalamatha College, Thanjavur",M.Sc Information Technology,2 Years ,Full time,NA,NA
https://www.careers360.com/colleges/adaikalamatha-college-thanjavur/courses,"Adaikalamatha College, Thanjavur",MA English,2 Years ,Full time," ,₹ ,24.00 K",NA
https://www.careers360.com/colleges/adaikalamatha-college-thanjavur/courses,"Adaikalamatha College, Thanjavur",BCA,3 Years ,Full time," ,₹ ,34.00 K",NA
https://www.careers360.com/colleges/adaikalamatha-college-thanjavur/courses,"Adaikalamatha College, Thanjavur",B.Sc Applied Physics,3 Years ,Full time,NA,NA
https://www.careers360.com/colleges/adaikalamatha-college-thanjavur/courses,"Adaikalamatha College, Thanjavur",B.Sc Mathematics,3 Years ,Full time," ,₹ ,34.00 K",NA
https://www.careers360.com/colleges/adaikalamatha-college-thanjavur/courses,"Adaikalamatha College, Thanjavur",M.Sc Physics,2 Years ,Full time," ,₹ ,32.00 K",NA
https://www.careers360.com/colleges/agurchand-manmull-jain-college-chennai/courses,"Agurchand Manmull Jain College, Chennai",BCA II Shift,3 Years ,Full time,NA,200
https://www.careers360.com/colleges/agurchand-manmull-jain-college-chennai/courses,"Agurchand Manmull Jain College, Chennai",B.Sc Computer Science II Shift,3 Years ,Full time,NA,200
https://www.careers360.com/colleges/agurchand-manmull-jain-college-chennai/courses,"Agurchand Manmull Jain College, Chennai",BA Economics,3 Years ,Full time,NA,162
https://www.careers360.com/colleges/agurchand-manmull-jain-college-chennai/courses,"Agurchand Manmull Jain College, Chennai",B.Sc Mathematics with Computer Applications II Shift,3 Years ,Full time,NA,162
https://www.careers360.com/colleges/agurchand-manmull-jain-college-chennai/courses,"Agurchand Manmull Jain College, Chennai",BBA II Shift,3 Years ,Full time,NA,154
https://www.careers360.com/colleges/agurchand-manmull-jain-college-chennai/courses,"Agurchand Manmull Jain College, Chennai",B.Sc Visual Communication II Shift,3 Years ,Full time,NA,110
https://www.careers360.com/colleges/agurchand-manmull-jain-college-chennai/courses,"Agurchand Manmull Jain College, Chennai",B.Sc Electronics and Communication Science II Shift,3 Years ,Full time,NA,100
https://www.careers360.com/colleges/agurchand-manmull-jain-college-chennai/courses,"Agurchand Manmull Jain College, Chennai",B.Sc Software Application II Shift,3 Years ,Full time,NA,100
https://www.careers360.com/colleges/agurchand-manmull-jain-college-chennai/courses,"Agurchand Manmull Jain College, Chennai",BA English Literature,3 Years ,Full time,NA,81
https://www.careers360.com/colleges/agurchand-manmull-jain-college-chennai/courses,"Agurchand Manmull Jain College, Chennai",BA Philosophy,3 Years ,Full time,NA,81
https://www.careers360.com/colleges/agurchand-manmull-jain-college-chennai/courses,"Agurchand Manmull Jain College, Chennai",B.Sc Mathematics,3 Years ,Full time,NA,70
https://www.careers360.com/colleges/agurchand-manmull-jain-college-chennai/courses,"Agurchand Manmull Jain College, Chennai",BA Travel and Tourism Management II Shift,3 Years ,Full time,NA,70
https://www.careers360.com/colleges/agurchand-manmull-jain-college-chennai/courses,"Agurchand Manmull Jain College, Chennai",BA Public Administration II Shift,3 Years ,Full time,NA,70
https://www.careers360.com/colleges/agurchand-manmull-jain-college-chennai/courses,"Agurchand Manmull Jain College, Chennai",BA Criminology and Police Administration II Shift,3 Years ,Full time,NA,66
https://www.careers360.com/colleges/agurchand-manmull-jain-college-chennai/courses,"Agurchand Manmull Jain College, Chennai",B.Sc Physics,3 Years ,Full time,NA,55
https://www.careers360.com/colleges/agurchand-manmull-jain-college-chennai/courses,"Agurchand Manmull Jain College, Chennai",B.Sc Physics with Computer Applications II Shift,3 Years ,Full time,NA,55
https://www.careers360.com/colleges/agurchand-manmull-jain-college-chennai/courses,"Agurchand Manmull Jain College, Chennai",B.Sc Chemistry,3 Years ,Full time,NA,55
https://www.careers360.com/colleges/agurchand-manmull-jain-college-chennai/courses,"Agurchand Manmull Jain College, Chennai",M.Com,2 Years ,Full time,NA,46
https://www.careers360.com/colleges/agurchand-manmull-jain-college-chennai/courses,"Agurchand Manmull Jain College, Chennai",B.Sc Psychology II Shift,3 Years ,Full time,NA,40
https://www.careers360.com/colleges/agurchand-manmull-jain-college-chennai/courses,"Agurchand Manmull Jain College, Chennai",MA Tourism and Travel Management II Shift,2 Years ,Full time,NA,40
https://www.careers360.com/colleges/adhiyamaan-polytechnic-college-krishnagiri/courses,"Adhiyamaan Polytechnic College, Krishnagiri",Diploma in Mechanical Engineering,3 Years ,Full time,NA,120
https://www.careers360.com/colleges/adhiyamaan-polytechnic-college-krishnagiri/courses,"Adhiyamaan Polytechnic College, Krishnagiri",Diploma in Computer Engineering,3 Years ,Full time,NA,60
https://www.careers360.com/colleges/adhiyamaan-polytechnic-college-krishnagiri/courses,"Adhiyamaan Polytechnic College, Krishnagiri",Diploma in Electrical and Electronics Engineering,3 Years ,Full time,NA,60
https://www.careers360.com/colleges/adhiyamaan-polytechnic-college-krishnagiri/courses,"Adhiyamaan Polytechnic College, Krishnagiri",Diploma in Civil Engineering,3 Years ,Full time,NA,60
https://www.careers360.com/colleges/adhiyamaan-polytechnic-college-krishnagiri/courses,"Adhiyamaan Polytechnic College, Krishnagiri",Diploma in Electronics and Communication Engineering,3 Years ,Full time,NA,60
https://www.careers360.com/colleges/adhiyamaan-polytechnic-college-krishnagiri/courses,"Adhiyamaan Polytechnic College, Krishnagiri",Diploma in Information Technology,3 Years ,Full time,NA,30
https://www.careers360.com/colleges/agricultural-college-and-research-institute-tamil-nadu-agricultural-university-coimbatore/courses,"Agricultural College and Research Institute, Tamil Nadu Agricultural University, Coimbatore",B.Tech Agricultural Information Technology,4 Years ,Full time,NA,NA
https://www.careers360.com/colleges/agricultural-college-and-research-institute-tamil-nadu-agricultural-university-coimbatore/courses,"Agricultural College and Research Institute, Tamil Nadu Agricultural University, Coimbatore",B.Tech Biotechnology,4 Years ,Full time,NA,NA
https://www.careers360.com/colleges/agricultural-college-and-research-institute-tamil-nadu-agricultural-university-coimbatore/courses,"Agricultural College and Research Institute, Tamil Nadu Agricultural University, Coimbatore",B.Tech Bioinformatics,4 Years ,Full time,NA,NA
https://www.careers360.com/colleges/agricultural-college-and-research-institute-tamil-nadu-agricultural-university-coimbatore/courses,"Agricultural College and Research Institute, Tamil Nadu Agricultural University, Coimbatore",B.Sc Agriculture Hons,4 Years ,Full time,NA,NA
https://www.careers360.com/colleges/agricultural-college-and-research-institute-tamil-nadu-agricultural-university-coimbatore/courses,"Agricultural College and Research Institute, Tamil Nadu Agricultural University, Coimbatore",B.Sc Agribusiness Management,4 Years ,Full time,NA,NA
https://www.careers360.com/colleges/adithya-institute-of-technology-coimbatore/courses,"Adithya Institute of Technology, Coimbatore",B.Tech Mechanical Engineering,4 Years ,Full time,NA,60
https://www.careers360.com/colleges/adithya-institute-of-technology-coimbatore/courses,"Adithya Institute of Technology, Coimbatore",B.Tech Electronics and Communication Engineering,4 Years ,Full time,NA,60
https://www.careers360.com/colleges/adithya-institute-of-technology-coimbatore/courses,"Adithya Institute of Technology, Coimbatore",B.Tech Computer Science and Engineering,4 Years ,Full time,NA,60
https://www.careers360.com/colleges/adithya-institute-of-technology-coimbatore/courses,"Adithya Institute of Technology, Coimbatore",B.Tech Civil Engineering,4 Years ,Full time,NA,60
https://www.careers360.com/colleges/adithya-institute-of-technology-coimbatore/courses,"Adithya Institute of Technology, Coimbatore",B.Tech Information Technology,4 Years ,Full time,NA,60
https://www.careers360.com/colleges/adithya-institute-of-technology-coimbatore/courses,"Adithya Institute of Technology, Coimbatore",B.Tech Electrical and Electronics Engineering,4 Years ,Full time,NA,60
https://www.careers360.com/colleges/adithya-institute-of-technology-coimbatore/courses,"Adithya Institute of Technology, Coimbatore",MBA,2 Years ,Full time,NA,60
https://www.careers360.com/colleges/adithya-institute-of-technology-coimbatore/courses,"Adithya Institute of Technology, Coimbatore",M.Tech Computer Science and Engineering,2 Years ,Full time,NA,NA
https://www.careers360.com/colleges/adithya-institute-of-technology-coimbatore/courses,"Adithya Institute of Technology, Coimbatore",M.Tech Applied Electronics,2 Years ,Full time,NA,NA
https://www.careers360.com/colleges/adithya-institute-of-technology-coimbatore/courses,"Adithya Institute of Technology, Coimbatore",M.Tech Structural Engineering,2 Years ,Full time,NA,NA
https://www.careers360.com/colleges/adithya-institute-of-technology-coimbatore/courses,"Adithya Institute of Technology, Coimbatore",M.Tech Engineering Design,2 Years ,Full time,NA,18
https://www.careers360.com/colleges/agricultural-engineering-college-and-research-institute-kumulur/courses,"Agricultural Engineering College and Research Institute, Kumulur",B.Tech Agricultural Engineering,4 Years ,Full time,NA,NA
https://www.careers360.com/colleges/aishwarya-college-of-engineering-and-technology-erode/courses,"Aishwarya College of Engineering and Technology, Erode",BE Electrical and Electronics Engineering,4 Years ,Full time,NA,60
https://www.careers360.com/colleges/aishwarya-college-of-engineering-and-technology-erode/courses,"Aishwarya College of Engineering and Technology, Erode",BE Computer Science and Engineering,4 Years ,Full time,NA,60
https://www.careers360.com/colleges/aishwarya-college-of-engineering-and-technology-erode/courses,"Aishwarya College of Engineering and Technology, Erode",BE Electronics and Communication Engineering,4 Years ,Full time,NA,60
https://www.careers360.com/colleges/aishwarya-college-of-engineering-and-technology-erode/courses,"Aishwarya College of Engineering and Technology, Erode",BE Mechanical Engineering,4 Years ,Full time,NA,60
https://www.careers360.com/colleges/aishwarya-college-of-engineering-and-technology-erode/courses,"Aishwarya College of Engineering and Technology, Erode",BE Civil Engineering,4 Years ,Full time,NA,60
https://www.careers360.com/colleges/al-ameen-polytechnic-college-nanjaiuthukuli/courses,"Al Ameen Polytechnic College, Nanjaiuthukuli",Diploma in Mechanical Engineering,3 Years ,Full time,NA,90
https://www.careers360.com/colleges/al-ameen-polytechnic-college-nanjaiuthukuli/courses,"Al Ameen Polytechnic College, Nanjaiuthukuli",Diploma in Automobile Engineering,3 Years ,Full time,NA,60
https://www.careers360.com/colleges/al-ameen-polytechnic-college-nanjaiuthukuli/courses,"Al Ameen Polytechnic College, Nanjaiuthukuli",Diploma in Electronics and Communication Engineering,3 Years ,Full time," ,₹ ,90.00 K",60
https://www.careers360.com/colleges/al-ameen-polytechnic-college-nanjaiuthukuli/courses,"Al Ameen Polytechnic College, Nanjaiuthukuli",Diploma in Electrical and Electronics Engineering,3 Years ,Full time,NA,60
https://www.careers360.com/colleges/al-ameen-polytechnic-college-nanjaiuthukuli/courses,"Al Ameen Polytechnic College, Nanjaiuthukuli",Diploma in Computer Engineering,3 Years ,Full time,NA,60
https://www.careers360.com/colleges/al-ameen-polytechnic-college-nanjaiuthukuli/courses,"Al Ameen Polytechnic College, Nanjaiuthukuli",Diploma in Civil Engineering,3 Years ,Full time,NA,30
https://www.careers360.com/colleges/al-ameen-engineering-college-erode/courses,"Al-Ameen Engineering College, Erode",BE Computer Science and Engineering,4 Years ,Full time,NA,60
https://www.careers360.com/colleges/al-ameen-engineering-college-erode/courses,"Al-Ameen Engineering College, Erode",BE Mechanical Engineering,4 Years ,Full time,NA,60
https://www.careers360.com/colleges/al-ameen-engineering-college-erode/courses,"Al-Ameen Engineering College, Erode",B.Tech Information Technology,4 Years ,Full time,NA,30
https://www.careers360.com/colleges/al-ameen-engineering-college-erode/courses,"Al-Ameen Engineering College, Erode",B.Tech Artificial Intelligence and Data Science,4 Years ,Full time,NA,30
https://www.careers360.com/colleges/al-ameen-engineering-college-erode/courses,"Al-Ameen Engineering College, Erode",BE Electrical and Electronics Engineering,4 Years ,Full time,NA,30
https://www.careers360.com/colleges/al-ameen-engineering-college-erode/courses,"Al-Ameen Engineering College, Erode",BE Electronics and Communication Engineering,4 Years ,Full time,NA,30
https://www.careers360.com/colleges/al-ameen-engineering-college-erode/courses,"Al-Ameen Engineering College, Erode",BE Civil Engineering,4 Years ,Full time,NA,30
https://www.careers360.com/colleges/al-ameen-engineering-college-erode/courses,"Al-Ameen Engineering College, Erode",ME Computer Science and Engineering,2 Years ,Full time,NA,12
https://www.careers360.com/colleges/al-ameen-engineering-college-erode/courses,"Al-Ameen Engineering College, Erode",ME VLSI Design,2 Years ,Full time,NA,12
https://www.careers360.com/colleges/alagappa-college-of-technology-chennai/courses,"Alagappa College of Technology, Chennai",B.Tech Chemical Engineering,4 Years ,Full time," ,₹ ,1.28 L",120
https://www.careers360.com/colleges/alagappa-college-of-technology-chennai/courses,"Alagappa College of Technology, Chennai",B.Tech Ceramic Technology,4 Years ,Full time," ,₹ ,1.28 L",60
https://www.careers360.com/colleges/alagappa-college-of-technology-chennai/courses,"Alagappa College of Technology, Chennai",B.Tech Leather Technology,4 Years ,Full time,NA,60
https://www.careers360.com/colleges/alagappa-college-of-technology-chennai/courses,"Alagappa College of Technology, Chennai",B.Tech Pharmaceutical Technology,4 Years ,Full time,NA,60
https://www.careers360.com/colleges/alagappa-college-of-technology-chennai/courses,"Alagappa College of Technology, Chennai",B.Tech Industrial Biotechnology,4 Years ,Full time," ,₹ ,1.28 L",60
https://www.careers360.com/colleges/alagappa-college-of-technology-chennai/courses,"Alagappa College of Technology, Chennai",B.Tech Textile Technology,4 Years ,Full time," ,₹ ,1.28 L",60
https://www.careers360.com/colleges/alagappa-college-of-technology-chennai/courses,"Alagappa College of Technology, Chennai",B.Tech Petroleum Engineering and Technology,4 Years ,Full time,NA,60
https://www.careers360.com/colleges/alagappa-college-of-technology-chennai/courses,"Alagappa College of Technology, Chennai",B.Tech Food Technology,4 Years ,Full time,NA,40
https://www.careers360.com/colleges/alagappa-college-of-technology-chennai/courses,"Alagappa College of Technology, Chennai",B.Tech Apparel Technology,4 Years ,Full time,NA,30
https://www.careers360.com/colleges/alagappa-college-of-technology-chennai/courses,"Alagappa College of Technology, Chennai",M.Tech Chemical Engineering,2 Years ,Full time," ,₹ ,86.86 K",NA
https://www.careers360.com/colleges/alagappa-college-of-technology-chennai/courses,"Alagappa College of Technology, Chennai",M.Tech Petroleum Refining and Petrochemicals,2 Years ,Full time," ,₹ ,86.86 K",NA
https://www.careers360.com/colleges/alagappa-college-of-technology-chennai/courses,"Alagappa College of Technology, Chennai",M.Tech Footwear Engineering and Management,2 Years ,Full time," ,₹ ,86.86 K",NA
https://www.careers360.com/colleges/alagappa-college-of-technology-chennai/courses,"Alagappa College of Technology, Chennai",M.Tech Nanoscience and Technology,2 Years ,Full time," ,₹ ,86.86 K",NA
https://www.careers360.com/colleges/alagappa-college-of-technology-chennai/courses,"Alagappa College of Technology, Chennai",M.Tech Ceramic Technology,2 Years ,Full time," ,₹ ,86.86 K",NA
https://www.careers360.com/colleges/alagappa-college-of-technology-chennai/courses,"Alagappa College of Technology, Chennai",M.Tech Textile Technology,2 Years ,Full time," ,₹ ,86.86 K",NA
https://www.careers360.com/colleges/alagappa-college-of-technology-chennai/courses,"Alagappa College of Technology, Chennai",M.Tech Biotechnology,2 Years ,Full time," ,₹ ,86.86 K",NA
https://www.careers360.com/colleges/alagappa-college-of-technology-chennai/courses,"Alagappa College of Technology, Chennai",M.Tech Environmental Science and Technology,2 Years ,Full time," ,₹ ,86.86 K",NA
https://www.careers360.com/colleges/alagappa-college-of-technology-chennai/courses,"Alagappa College of Technology, Chennai",M.Tech Industrial Safety and Hazards Management,2 Years ,Full time," ,₹ ,86.86 K",NA
https://www.careers360.com/colleges/alagappa-college-of-technology-chennai/courses,"Alagappa College of Technology, Chennai",M.Tech Biopharmaceutical Technology,2 Years ,Full time," ,₹ ,86.86 K",NA
https://www.careers360.com/colleges/alagappa-college-of-technology-chennai/courses,"Alagappa College of Technology, Chennai",M.Tech Food Technology,2 Years ,Full time," ,₹ ,86.86 K",NA
https://www.careers360.com/colleges/alagappa-polytechnic-college-karaikudi/courses,"Alagappa Polytechnic College, Karaikudi",Diploma in Mechanical Engineering Part Time,3 Years ,₹ ,NA,60
https://www.careers360.com/colleges/alagappa-polytechnic-college-karaikudi/courses,"Alagappa Polytechnic College, Karaikudi",Diploma in Electronics and Communication Engineering II Shift,3 Years ,₹ ,NA,60
https://www.careers360.com/colleges/alagappa-polytechnic-college-karaikudi/courses,"Alagappa Polytechnic College, Karaikudi",Diploma in Civil Engineering,3 Years ,₹ ,NA,60
https://www.careers360.com/colleges/alagappa-polytechnic-college-karaikudi/courses,"Alagappa Polytechnic College, Karaikudi",Diploma in Civil Engineering II Shift,3 Years ,₹ ,NA,60
https://www.careers360.com/colleges/alagappa-polytechnic-college-karaikudi/courses,"Alagappa Polytechnic College, Karaikudi",Diploma in Electrical and Electronics Engineering Part Time,3 Years ,₹ ,NA,60
https://www.careers360.com/colleges/alagappa-polytechnic-college-karaikudi/courses,"Alagappa Polytechnic College, Karaikudi",Diploma in Civil Engineering Part Time,4 Years ,₹ ,NA,60
