website_link,college_name,course_name,2021 closing rank,2020 closing rank,Category,opening_home_state_rank,closing_home_state_rank
https://www.careers360.com/university/annamalai-university-annamalai-nagar/cut-off,"Annamalai University, Annamalai Nagar",BE Chemical Engineering,62088,52983,General,3077,62088
https://www.careers360.com/university/annamalai-university-annamalai-nagar/cut-off,"Annamalai University, Annamalai Nagar",BE Civil Engineering,59663,73331,General,15987,59663
https://www.careers360.com/university/annamalai-university-annamalai-nagar/cut-off,"Annamalai University, Annamalai Nagar",BE Civil and Structural Engineering,93237,91463,General,25073,93237
https://www.careers360.com/university/annamalai-university-annamalai-nagar/cut-off,"Annamalai University, Annamalai Nagar",BE Computer Science and Engineering,18507,52242,General,1162,18507
https://www.careers360.com/university/annamalai-university-annamalai-nagar/cut-off,"Annamalai University, Annamalai Nagar",BE Computer Science and Engineering Data Science,36812,NA,General,13186,36812
https://www.careers360.com/university/annamalai-university-annamalai-nagar/cut-off,"Annamalai University, Annamalai Nagar",BE Electrical and Electronics Engineering,56154,85688,General,12909,56154
https://www.careers360.com/colleges/bannari-amman-institute-of-technology-erode/cut-off,"Bannari Amman Institute of Technology, Erode",B.Tech Artificial Intelligence and Data Science,12434,14941,General,3875,12434
https://www.careers360.com/university/annamalai-university-annamalai-nagar/cut-off,"Annamalai University, Annamalai Nagar",BE Electronics and Communication Engineering,35791,55462,General,6487,35791
https://www.careers360.com/colleges/bannari-amman-institute-of-technology-erode/cut-off,"Bannari Amman Institute of Technology, Erode",B.Tech Artificial Intelligence and Machine Learning,15012,NA,General,2152,15012
https://www.careers360.com/colleges/bannari-amman-institute-of-technology-erode/cut-off,"Bannari Amman Institute of Technology, Erode",B.Tech Biotechnology,14188,19683,General,7178,14188
https://www.careers360.com/university/annamalai-university-annamalai-nagar/cut-off,"Annamalai University, Annamalai Nagar",BE Electronics and Instrumentation Engineering,74499,107277,General,33387,74499
https://www.careers360.com/colleges/bannari-amman-institute-of-technology-erode/cut-off,"Bannari Amman Institute of Technology, Erode",B.Tech Computer Science and Business Systems,14554,20765,General,8201,14554
https://www.careers360.com/colleges/bannari-amman-institute-of-technology-erode/cut-off,"Bannari Amman Institute of Technology, Erode",B.Tech Fashion Technology,28378,46511,General,5677,28378
https://www.careers360.com/university/annamalai-university-annamalai-nagar/cut-off,"Annamalai University, Annamalai Nagar",BE Information Technology,28145,68775,General,5717,28145
https://www.careers360.com/colleges/bannari-amman-institute-of-technology-erode/cut-off,"Bannari Amman Institute of Technology, Erode",B.Tech Food Technology,24297,23278,General,4591,24297
https://www.careers360.com/colleges/bannari-amman-institute-of-technology-erode/cut-off,"Bannari Amman Institute of Technology, Erode",B.Tech Information Technology,11035,16289,General,3909,11035
https://www.careers360.com/university/annamalai-university-annamalai-nagar/cut-off,"Annamalai University, Annamalai Nagar",BE Machine Learning,22558,47196,General,2571,22558
https://www.careers360.com/colleges/bannari-amman-institute-of-technology-erode/cut-off,"Bannari Amman Institute of Technology, Erode",B.Tech Textile Technology,45834,42825,General,37569,45834
https://www.careers360.com/colleges/bannari-amman-institute-of-technology-erode/cut-off,"Bannari Amman Institute of Technology, Erode",BE Aeronautical Engineering,24567,34817,General,7918,24567
https://www.careers360.com/university/annamalai-university-annamalai-nagar/cut-off,"Annamalai University, Annamalai Nagar",BE Manufacturing Engineering,102039,109371,General,53530,102039
https://www.careers360.com/colleges/bannari-amman-institute-of-technology-erode/cut-off,"Bannari Amman Institute of Technology, Erode",BE Agriculture Engineering,23082,18008,General,3238,23082
https://www.careers360.com/colleges/bannari-amman-institute-of-technology-erode/cut-off,"Bannari Amman Institute of Technology, Erode",BE Automobile Engineering,37292,66737,General,30663,37292
https://www.careers360.com/university/annamalai-university-annamalai-nagar/cut-off,"Annamalai University, Annamalai Nagar",BE Mechanical Engineering,84362,85682,General,36297,84362
https://www.careers360.com/colleges/bannari-amman-institute-of-technology-erode/cut-off,"Bannari Amman Institute of Technology, Erode",BE Biomedical Engineering,19263,23845,General,7284,19263
https://www.careers360.com/colleges/bannari-amman-institute-of-technology-erode/cut-off,"Bannari Amman Institute of Technology, Erode",BE Civil Engineering,38008,36833,General,24120,38008
https://www.careers360.com/colleges/bannari-amman-institute-of-technology-erode/cut-off,"Bannari Amman Institute of Technology, Erode",BE Computer Science and Engineering,7700,11670,General,2453,7700
https://www.careers360.com/colleges/bannari-amman-institute-of-technology-erode/cut-off,"Bannari Amman Institute of Technology, Erode",BE Computer Technology,16724,23035,General,7055,16724
https://www.careers360.com/colleges/bannari-amman-institute-of-technology-erode/cut-off,"Bannari Amman Institute of Technology, Erode",BE Electrical and Electronics Engineering,18276,28036,General,11996,18276
https://www.careers360.com/colleges/bannari-amman-institute-of-technology-erode/cut-off,"Bannari Amman Institute of Technology, Erode",BE Electronics and Communication Engineering,14071,18277,General,4960,14071
https://www.careers360.com/colleges/bannari-amman-institute-of-technology-erode/cut-off,"Bannari Amman Institute of Technology, Erode",BE Electronics and Instrumentation Engineering,23245,37177,General,17718,23245
https://www.careers360.com/colleges/annapoorana-engineering-college-salem/cut-off,"Annapoorana Engineering College, Salem",BE Automobile Engineering,136532,104541,General,116368,136532
https://www.careers360.com/colleges/bannari-amman-institute-of-technology-erode/cut-off,"Bannari Amman Institute of Technology, Erode",BE Information Science and Engineering,16967,30451,General,12501,16967
https://www.careers360.com/colleges/annapoorana-engineering-college-salem/cut-off,"Annapoorana Engineering College, Salem",BE Computer Science and Engineering,72465,101046,General,29597,72465
https://www.careers360.com/colleges/annapoorana-engineering-college-salem/cut-off,"Annapoorana Engineering College, Salem",BE Electrical and Electronics Engineering,136827,102959,General,28256,136827
https://www.careers360.com/colleges/bannari-amman-institute-of-technology-erode/cut-off,"Bannari Amman Institute of Technology, Erode",BE Mechanical Engineering,37836,50486,General,10215,37836
https://www.careers360.com/colleges/annapoorana-engineering-college-salem/cut-off,"Annapoorana Engineering College, Salem",BE Electronics and Communication Engineering,126090,110110,General,45599,126090
https://www.careers360.com/colleges/annapoorana-engineering-college-salem/cut-off,"Annapoorana Engineering College, Salem",BE Mechanical Engineering,132371,101667,General,63911,132371
https://www.careers360.com/colleges/bannari-amman-institute-of-technology-erode/cut-off,"Bannari Amman Institute of Technology, Erode",BE Mechatronics Engineering,29213,35809,General,14252,29213
https://www.careers360.com/colleges/central-institute-of-petrochemicals-engineering-and-technology-chennai/cut-off,"Central Institute of Petrochemicals Engineering and Technology, Chennai",B.E Manufacturing Engineering,17954,15766,General,2853,17954
https://www.careers360.com/colleges/central-institute-of-petrochemicals-engineering-and-technology-chennai/cut-off,"Central Institute of Petrochemicals Engineering and Technology, Chennai",B.Tech Plastics Technology,15453,14783,General,7696,15453
https://www.careers360.com/colleges/chennai-institute-of-technology-chennai/cut-off,"Chennai Institute of Technology, Chennai",B.Tech Artificial Intelligence and Data Science,5053,9840,General,1176,5053
https://www.careers360.com/colleges/chennai-institute-of-technology-chennai/cut-off,"Chennai Institute of Technology, Chennai",B.Tech Computer Science and Business System,7705,15833,General,5987,7705
https://www.careers360.com/colleges/chennai-institute-of-technology-chennai/cut-off,"Chennai Institute of Technology, Chennai",B.Tech Information Technology,6431,15277,General,4099,6431
https://www.careers360.com/colleges/chennai-institute-of-technology-chennai/cut-off,"Chennai Institute of Technology, Chennai",BE Biomedical Engineering,7757,13843,General,3842,7757
https://www.careers360.com/colleges/chennai-institute-of-technology-chennai/cut-off,"Chennai Institute of Technology, Chennai",BE Civil Engineering,28094,47320,General,22494,28094
https://www.careers360.com/colleges/chennai-institute-of-technology-chennai/cut-off,"Chennai Institute of Technology, Chennai",BE Computer Science and Engineering,2689,8253,General,613,2689
https://www.careers360.com/colleges/chennai-institute-of-technology-chennai/cut-off,"Chennai Institute of Technology, Chennai",BE Electrical and Electronics Engineering,11090,22252,General,8001,11090
https://www.careers360.com/colleges/chennai-institute-of-technology-chennai/cut-off,"Chennai Institute of Technology, Chennai",BE Electronics and Communication Engineering,7753,12818,General,3171,7753
https://www.careers360.com/colleges/chennai-institute-of-technology-chennai/cut-off,"Chennai Institute of Technology, Chennai",BE Mechanical Engineering,16649,28017,General,6649,16649
https://www.careers360.com/colleges/chennai-institute-of-technology-chennai/cut-off,"Chennai Institute of Technology, Chennai",BE Mechatronics Engineering,11568,13807,General,1973,11568
https://www.careers360.com/colleges/coimbatore-institute-of-technology-coimbatore/cut-off,"Coimbatore Institute of Technology, Coimbatore",B.Tech Information Technology,2102,3386,General,1681,2102
https://www.careers360.com/colleges/coimbatore-institute-of-technology-coimbatore/cut-off,"Coimbatore Institute of Technology, Coimbatore",B.Tech Manufacturing Engineering,10771,NA,General,8582,10771
https://www.careers360.com/colleges/coimbatore-institute-of-technology-coimbatore/cut-off,"Coimbatore Institute of Technology, Coimbatore",BE Artificial Intelligence and Data Science,2408,NA,General,881,2408
https://www.careers360.com/colleges/coimbatore-institute-of-technology-coimbatore/cut-off,"Coimbatore Institute of Technology, Coimbatore",BE Chemical Engineering,5909,6696,General,100,5909
https://www.careers360.com/colleges/coimbatore-institute-of-technology-coimbatore/cut-off,"Coimbatore Institute of Technology, Coimbatore",BE Civil Engineering,9754,8043,General,6090,9754
https://www.careers360.com/colleges/coimbatore-institute-of-technology-coimbatore/cut-off,"Coimbatore Institute of Technology, Coimbatore",BE Computer Science and Engineering,1363,1840,General,192,1363
https://www.careers360.com/colleges/coimbatore-institute-of-technology-coimbatore/cut-off,"Coimbatore Institute of Technology, Coimbatore",BE Electrical and Electronics Engineering,3599,4542,General,2106,3599
https://www.careers360.com/colleges/coimbatore-institute-of-technology-coimbatore/cut-off,"Coimbatore Institute of Technology, Coimbatore",BE Electronics and Communication Engineering,1996,3120,General,696,1996
https://www.careers360.com/colleges/coimbatore-institute-of-technology-coimbatore/cut-off,"Coimbatore Institute of Technology, Coimbatore",BE Mechanical Engineering,6691,6134,General,2317,6691
https://www.careers360.com/colleges/c-abdul-hakeem-college-of-engineering-and-technology-melvisharam/cut-off,"C Abdul Hakeem College of Engineering and Technology, Melvisharam",B.Tech Information Technology,65373,80524,General,22551,65373
https://www.careers360.com/colleges/c-abdul-hakeem-college-of-engineering-and-technology-melvisharam/cut-off,"C Abdul Hakeem College of Engineering and Technology, Melvisharam",BE Civil Engineering,133155,101857,General,68586,133155
https://www.careers360.com/colleges/c-abdul-hakeem-college-of-engineering-and-technology-melvisharam/cut-off,"C Abdul Hakeem College of Engineering and Technology, Melvisharam",BE Computer Science and Engineering,44431,75165,General,15010,44431
https://www.careers360.com/colleges/c-abdul-hakeem-college-of-engineering-and-technology-melvisharam/cut-off,"C Abdul Hakeem College of Engineering and Technology, Melvisharam",BE Electrical and Electronics Engineering,99429,96214,General,50596,99429
https://www.careers360.com/colleges/c-abdul-hakeem-college-of-engineering-and-technology-melvisharam/cut-off,"C Abdul Hakeem College of Engineering and Technology, Melvisharam",BE Electronics and Communication Engineering,92360,102596,General,42118,92360
https://www.careers360.com/colleges/c-abdul-hakeem-college-of-engineering-and-technology-melvisharam/cut-off,"C Abdul Hakeem College of Engineering and Technology, Melvisharam",BE Mechanical Engineering,131596,107400,General,74445,131596
https://www.careers360.com/colleges/ck-college-of-engineering-and-technology-cuddalore/cut-off,"CK College of Engineering and Technology, Cuddalore",BE Civil Engineering,129899,97908,General,52583,129899
https://www.careers360.com/colleges/ck-college-of-engineering-and-technology-cuddalore/cut-off,"CK College of Engineering and Technology, Cuddalore",BE Computer Science and Engineering,50256,53916,General,6720,50256
https://www.careers360.com/colleges/ck-college-of-engineering-and-technology-cuddalore/cut-off,"CK College of Engineering and Technology, Cuddalore",BE Electrical and Electronics Engineering,87931,69775,General,9288,87931
https://www.careers360.com/colleges/ck-college-of-engineering-and-technology-cuddalore/cut-off,"CK College of Engineering and Technology, Cuddalore",BE Electronics and Communication Engineering,57036,61687,General,31817,57036
https://www.careers360.com/colleges/ck-college-of-engineering-and-technology-cuddalore/cut-off,"CK College of Engineering and Technology, Cuddalore",BE Mechanical Engineering,119532,85233,General,28804,119532
https://www.careers360.com/colleges/cms-college-of-engineering-namakkal/cut-off,"CMS College of Engineering, Namakkal",BE Computer Science and Engineering,134973,110473,General,31519,134973
https://www.careers360.com/colleges/cms-college-of-engineering-namakkal/cut-off,"CMS College of Engineering, Namakkal",BE Electrical and Electronics Engineering,115541,NA,General,115541,115541
https://www.careers360.com/colleges/dhanalakshmi-college-of-engineering-chennai/cut-off,"Dhanalakshmi College of Engineering, Chennai",B.Tech Artificial Intelligence and Data Science,64859,93404,General,17502,64859
https://www.careers360.com/colleges/dhanalakshmi-college-of-engineering-chennai/cut-off,"Dhanalakshmi College of Engineering, Chennai",BE Computer Science and Engineering,61750,101169,General,21432,61750
https://www.careers360.com/colleges/dhanalakshmi-college-of-engineering-chennai/cut-off,"Dhanalakshmi College of Engineering, Chennai",BE Electrical and Electronics Engineering,113960,NA,General,90495,113960
https://www.careers360.com/colleges/dhanalakshmi-college-of-engineering-chennai/cut-off,"Dhanalakshmi College of Engineering, Chennai",BE Electronics and Communication Engineering,101620,107856,General,32991,101620
https://www.careers360.com/colleges/dhanalakshmi-college-of-engineering-chennai/cut-off,"Dhanalakshmi College of Engineering, Chennai",BE Mechanical Engineering,112071,NA,General,64161,112071
https://www.careers360.com/colleges/dhanalakshmi-srinivasan-college-of-engineering-and-technology-chennai/cut-off,"Dhanalakshmi Srinivasan College of Engineering and Technology, Chennai",B.Tech Agricultural Engineering,85763,107991,General,24968,85763
https://www.careers360.com/colleges/dhanalakshmi-srinivasan-college-of-engineering-and-technology-chennai/cut-off,"Dhanalakshmi Srinivasan College of Engineering and Technology, Chennai",B.Tech Information Technology,65616,91842,General,36219,65616
https://www.careers360.com/colleges/dhanalakshmi-srinivasan-college-of-engineering-and-technology-chennai/cut-off,"Dhanalakshmi Srinivasan College of Engineering and Technology, Chennai",BE Aeronautical Engineering,135221,100360,General,53666,135221
https://www.careers360.com/colleges/dhanalakshmi-srinivasan-college-of-engineering-and-technology-chennai/cut-off,"Dhanalakshmi Srinivasan College of Engineering and Technology, Chennai",BE Biomedical Engineering,109029,87223,General,25632,109029
https://www.careers360.com/colleges/dhanalakshmi-srinivasan-college-of-engineering-and-technology-chennai/cut-off,"Dhanalakshmi Srinivasan College of Engineering and Technology, Chennai",BE Civil Engineering,79483,108120,General,79483,79483
https://www.careers360.com/colleges/dhanalakshmi-srinivasan-college-of-engineering-and-technology-chennai/cut-off,"Dhanalakshmi Srinivasan College of Engineering and Technology, Chennai",BE Computer Science and Engineering,52537,84709,General,6088,52537
https://www.careers360.com/colleges/dhanalakshmi-srinivasan-college-of-engineering-and-technology-chennai/cut-off,"Dhanalakshmi Srinivasan College of Engineering and Technology, Chennai",BE Electrical and Electronics Engineering,131548,106443,General,74067,131548
https://www.careers360.com/colleges/chettinad-college-of-engineering-and-technology-karur/cut-off,"Chettinad College of Engineering and Technology, Karur",BE Computer Science and Engineering,75361,79724,General,9804,75361
https://www.careers360.com/colleges/dhanalakshmi-srinivasan-college-of-engineering-and-technology-chennai/cut-off,"Dhanalakshmi Srinivasan College of Engineering and Technology, Chennai",BE Electronics and Communication Engineering,95292,109867,General,45854,95292
https://www.careers360.com/colleges/dhanalakshmi-srinivasan-college-of-engineering-and-technology-chennai/cut-off,"Dhanalakshmi Srinivasan College of Engineering and Technology, Chennai",BE Food Technology,77146,110468,General,12382,77146
https://www.careers360.com/colleges/chettinad-college-of-engineering-and-technology-karur/cut-off,"Chettinad College of Engineering and Technology, Karur",BE Electrical and Electronics Engineering,120157,104873,General,56600,120157
https://www.careers360.com/colleges/chettinad-college-of-engineering-and-technology-karur/cut-off,"Chettinad College of Engineering and Technology, Karur",BE Electronics and Communication Engineering,78462,78990,General,23471,78462
https://www.careers360.com/colleges/dhanalakshmi-srinivasan-college-of-engineering-and-technology-chennai/cut-off,"Dhanalakshmi Srinivasan College of Engineering and Technology, Chennai",BE Mechanical Engineering,135243,109982,General,101712,135243
https://www.careers360.com/colleges/chettinad-college-of-engineering-and-technology-karur/cut-off,"Chettinad College of Engineering and Technology, Karur",BE Mechanical Engineering,105498,NA,General,45467,105498
https://www.careers360.com/colleges/government-college-of-engineering-srirangam/cut-off,"Government College of Engineering, Srirangam",BE Civil Engineering,50720,48452,General,31971,50720
https://www.careers360.com/colleges/government-college-of-engineering-srirangam/cut-off,"Government College of Engineering, Srirangam",BE Computer Science and Engineering,13265,17470,General,4740,13265
https://www.careers360.com/colleges/government-college-of-engineering-srirangam/cut-off,"Government College of Engineering, Srirangam",BE Electrical and Electronics Engineering,31867,36942,General,7893,31867
https://www.careers360.com/colleges/government-college-of-technology-coimbatore/cut-off,"Government College of Technology, Coimbatore",BE Civil Engineering,13873,12086,General,1767,13873
https://www.careers360.com/colleges/government-college-of-engineering-srirangam/cut-off,"Government College of Engineering, Srirangam",BE Electronics and Communication Engineering,17538,27078,General,5119,17538
https://www.careers360.com/colleges/government-college-of-engineering-srirangam/cut-off,"Government College of Engineering, Srirangam",BE Mechanical Engineering,46005,45176,General,17951,46005
https://www.careers360.com/colleges/government-college-of-technology-coimbatore/cut-off,"Government College of Technology, Coimbatore",BE Computer Science and Engineering,1497,2786,General,545,1497
https://www.careers360.com/colleges/government-college-of-technology-coimbatore/cut-off,"Government College of Technology, Coimbatore",BE Electrical and Electronics Engineering,3711,5645,General,1398,3711
https://www.careers360.com/colleges/government-college-of-technology-coimbatore/cut-off,"Government College of Technology, Coimbatore",BE Electronics and Communication Engineering,2506,3855,General,456,2506
https://www.careers360.com/colleges/government-college-of-technology-coimbatore/cut-off,"Government College of Technology, Coimbatore",BE Electronics and Instrumentation Engineering,5412,7654,General,3168,5412
https://www.careers360.com/colleges/government-college-of-technology-coimbatore/cut-off,"Government College of Technology, Coimbatore",BE Industrial Biotechnology,8449,11642,General,1387,8449
https://www.careers360.com/colleges/government-college-of-technology-coimbatore/cut-off,"Government College of Technology, Coimbatore",BE Information Technology,2595,4009,General,739,2595
https://www.careers360.com/colleges/government-college-of-technology-coimbatore/cut-off,"Government College of Technology, Coimbatore",BE Mechanical Engineering,10405,9356,General,1431,10405
https://www.careers360.com/colleges/government-college-of-technology-coimbatore/cut-off,"Government College of Technology, Coimbatore",BE Production Engineering,14488,15632,General,3847,14488
https://www.careers360.com/colleges/government-college-of-engineering-bodinayakanur/cut-off,"Government College of Engineering, Bodinayakanur",B.Tech Civil Engineering,63076,73878,General,42938,63076
https://www.careers360.com/colleges/government-college-of-engineering-bodinayakanur/cut-off,"Government College of Engineering, Bodinayakanur",B.Tech Computer Science and Engineering,25097,35733,General,10147,25097
https://www.careers360.com/colleges/government-college-of-engineering-bodinayakanur/cut-off,"Government College of Engineering, Bodinayakanur",B.Tech Electrical and Electronics Engineering,45422,67989,General,22964,45422
https://www.careers360.com/colleges/government-college-of-engineering-bodinayakanur/cut-off,"Government College of Engineering, Bodinayakanur",B.Tech Electronics and Communication Engineering,32803,51131,General,13401,32803
https://www.careers360.com/colleges/government-college-of-engineering-bodinayakanur/cut-off,"Government College of Engineering, Bodinayakanur",B.Tech Mechanical Engineering,63549,72340,General,41142,63549
https://www.careers360.com/colleges/government-college-of-engineering-bargur/cut-off,"Government College of Engineering, Bargur",BE Computer Science and Engineering,11472,17387,General,5706,11472
https://www.careers360.com/colleges/government-college-of-engineering-bargur/cut-off,"Government College of Engineering, Bargur",BE Electrical and Electronics Engineering,24436,31586,General,14413,24436
https://www.careers360.com/colleges/government-college-of-engineering-bargur/cut-off,"Government College of Engineering, Bargur",BE Electronics and Communication Engineering,15956,23261,General,11149,15956
https://www.careers360.com/colleges/government-college-of-engineering-bargur/cut-off,"Government College of Engineering, Bargur",BE Mechanical Engineering,36013,43274,General,23367,36013
https://www.careers360.com/colleges/government-college-of-engineering-dharmapuri/cut-off,"Government College of Engineering, Dharmapuri",BE Civil Engineering,50706,67309,General,28890,50706
https://www.careers360.com/colleges/government-college-of-engineering-dharmapuri/cut-off,"Government College of Engineering, Dharmapuri",BE Computer Science and Engineering,18467,28881,General,2233,18467
https://www.careers360.com/colleges/government-college-of-engineering-dharmapuri/cut-off,"Government College of Engineering, Dharmapuri",BE Electrical and Electronics Engineering,35769,43139,General,13147,35769
https://www.careers360.com/colleges/government-college-of-engineering-dharmapuri/cut-off,"Government College of Engineering, Dharmapuri",BE Electronics and Communication Engineering,26601,39665,General,6729,26601
https://www.careers360.com/colleges/government-college-of-engineering-dharmapuri/cut-off,"Government College of Engineering, Dharmapuri",BE Mechanical Engineering,51876,63726,General,33392,51876
https://www.careers360.com/colleges/government-college-of-engineering-salem/cut-off,"Government College of Engineering, Salem",BE Civil Engineering,23016,23725,General,10809,23016
https://www.careers360.com/colleges/government-college-of-engineering-salem/cut-off,"Government College of Engineering, Salem",BE Computer Science and Engineering,3676,6056,General,2434,3676
https://www.careers360.com/colleges/government-college-of-engineering-salem/cut-off,"Government College of Engineering, Salem",BE Electrical and Electronics Engineering,8244,10165,General,5172,8244
https://www.careers360.com/colleges/government-college-of-engineering-salem/cut-off,"Government College of Engineering, Salem",BE Electronics and Communication Engineering,5374,8014,General,1142,5374
https://www.careers360.com/colleges/government-college-of-engineering-salem/cut-off,"Government College of Engineering, Salem",BE Mechanical Engineering,22239,18397,General,4925,22239
https://www.careers360.com/colleges/government-college-of-engineering-salem/cut-off,"Government College of Engineering, Salem",BE Metallurgical Engineering,16844,16931,General,2550,16844
https://www.careers360.com/colleges/ganadipathy-tulsis-jain-engineering-college-vellore/cut-off,"Ganadipathy Tulsi's Jain Engineering College, Vellore",B.Tech Information Technology,83628,80949,General,38387,83628
https://www.careers360.com/colleges/ganadipathy-tulsis-jain-engineering-college-vellore/cut-off,"Ganadipathy Tulsi's Jain Engineering College, Vellore",BE Computer Science and Engineering,81122,86450,General,52287,81122
https://www.careers360.com/colleges/ganadipathy-tulsis-jain-engineering-college-vellore/cut-off,"Ganadipathy Tulsi's Jain Engineering College, Vellore",BE Electrical and Electronics Engineering,132954,NA,General,113074,132954
https://www.careers360.com/colleges/ganadipathy-tulsis-jain-engineering-college-vellore/cut-off,"Ganadipathy Tulsi's Jain Engineering College, Vellore",BE Electronics and Communication Engineering,133789,106453,General,89535,133789
https://www.careers360.com/colleges/ganadipathy-tulsis-jain-engineering-college-vellore/cut-off,"Ganadipathy Tulsi's Jain Engineering College, Vellore",BE Mechanical Engineering,129765,96896,General,104899,129765
https://www.careers360.com/colleges/gnanamani-college-of-technology-namakkal/cut-off,"Gnanamani College of Technology, Namakkal",B.Tech Food Technology,108453,110756,General,36757,108453
https://www.careers360.com/colleges/gnanamani-college-of-technology-namakkal/cut-off,"Gnanamani College of Technology, Namakkal",B.Tech Pharmaceutical Technology,93873,106623,General,7969,93873
https://www.careers360.com/colleges/gnanamani-college-of-technology-namakkal/cut-off,"Gnanamani College of Technology, Namakkal",BE Agricultural Engineering,120224,89816,General,37871,120224
https://www.careers360.com/colleges/gnanamani-college-of-technology-namakkal/cut-off,"Gnanamani College of Technology, Namakkal",BE Artificial Intelligence and Data Science,100919,110268,General,26935,100919
https://www.careers360.com/colleges/gnanamani-college-of-technology-namakkal/cut-off,"Gnanamani College of Technology, Namakkal",BE Biomedical Engineering,85311,88812,General,32642,85311
https://www.careers360.com/colleges/gnanamani-college-of-technology-namakkal/cut-off,"Gnanamani College of Technology, Namakkal",BE Biotechnology,84271,108659,General,57208,84271
https://www.careers360.com/colleges/gnanamani-college-of-technology-namakkal/cut-off,"Gnanamani College of Technology, Namakkal",BE Chemical Engineering,133483,107442,General,53265,133483
https://www.careers360.com/colleges/gnanamani-college-of-technology-namakkal/cut-off,"Gnanamani College of Technology, Namakkal",BE Computer Science and Engineering,83751,89211,General,35523,83751
https://www.careers360.com/colleges/gnanamani-college-of-technology-namakkal/cut-off,"Gnanamani College of Technology, Namakkal",BE Electrical and Electronics Engineering,136754,110145,General,44096,136754
https://www.careers360.com/colleges/gnanamani-college-of-technology-namakkal/cut-off,"Gnanamani College of Technology, Namakkal",BE Electronics and Communication Engineering,130428,110483,General,54594,130428
https://www.careers360.com/colleges/gnanamani-college-of-technology-namakkal/cut-off,"Gnanamani College of Technology, Namakkal",BE Information Technology,92959,NA,General,21426,92959
https://www.careers360.com/colleges/gnanamani-college-of-technology-namakkal/cut-off,"Gnanamani College of Technology, Namakkal",BE Mechanical Engineering,132435,110732,General,98400,132435
https://www.careers360.com/university/indian-institute-of-information-technology-tiruchirappalli/cut-off,Indian Institute of Information Technology Tiruchirappalli,B.Tech Computer Science and Engineering,NA,NA,General-All India,4238,32825
https://www.careers360.com/university/indian-institute-of-information-technology-tiruchirappalli/cut-off,Indian Institute of Information Technology Tiruchirappalli,B.Tech Electronics and Communication Engineering,NA,NA,General-All India,23212,51499
https://www.careers360.com/university/indian-institute-of-information-technology-design-and-manufacturing-kancheepuram/cut-off,Indian Institute of Information Technology Design and Manufacturing Kancheepuram,B.Tech Computer Science and Engineering,NA,NA,General-All India,15308,17272
https://www.careers360.com/university/indian-institute-of-information-technology-design-and-manufacturing-kancheepuram/cut-off,Indian Institute of Information Technology Design and Manufacturing Kancheepuram,B.Tech Computer Science and Engineering with Major in Artificial Intelligence,NA,NA,General-All India,17272,19453
https://www.careers360.com/university/indian-institute-of-information-technology-design-and-manufacturing-kancheepuram/cut-off,Indian Institute of Information Technology Design and Manufacturing Kancheepuram,B.Tech Electronics and Communication Engineering,NA,NA,General-All India,20485,28863
https://www.careers360.com/university/indian-institute-of-information-technology-design-and-manufacturing-kancheepuram/cut-off,Indian Institute of Information Technology Design and Manufacturing Kancheepuram,B.Tech Mechanical Engineering,NA,NA,General-All India,20818,59743
https://www.careers360.com/university/indian-institute-of-information-technology-design-and-manufacturing-kancheepuram/cut-off,Indian Institute of Information Technology Design and Manufacturing Kancheepuram,B.Tech Smart Manufacturing,NA,NA,General-All India,33317,51087
https://www.careers360.com/university/indian-institute-of-technology-madras/cut-off,Indian Institute of Technology Madras,B.Tech Aerospace Engineering,NA,NA,General,1245,3881
https://www.careers360.com/university/indian-institute-of-technology-madras/cut-off,Indian Institute of Technology Madras,B.Tech Chemical Engineering,NA,NA,General,1276,4677
https://www.careers360.com/university/indian-institute-of-technology-madras/cut-off,Indian Institute of Technology Madras,B.Tech Civil Engineering,NA,NA,General,4224,6106
https://www.careers360.com/university/indian-institute-of-technology-madras/cut-off,Indian Institute of Technology Madras,B.Tech Computer Science and Engineering,NA,NA,General,6,175
https://www.careers360.com/university/indian-institute-of-technology-madras/cut-off,Indian Institute of Technology Madras,B.Tech Electrical Engineering,NA,NA,General,252,1028
https://www.careers360.com/university/indian-institute-of-technology-madras/cut-off,Indian Institute of Technology Madras,B.Tech Engineering Physics,NA,NA,General,1062,2090
https://www.careers360.com/university/indian-institute-of-technology-madras/cut-off,Indian Institute of Technology Madras,B.Tech Mechanical Engineering,NA,NA,General,827,2786
https://www.careers360.com/university/indian-institute-of-technology-madras/cut-off,Indian Institute of Technology Madras,B.Tech Metallurgical and Materials Engineering,NA,NA,General,4279,6305
https://www.careers360.com/university/indian-institute-of-technology-madras/cut-off,Indian Institute of Technology Madras,B.Tech Naval Architecture and Ocean Engineering,NA,NA,General,5877,7966
https://www.careers360.com/colleges/international-maritime-academy-chennai/cut-off,"International Maritime Academy, Chennai",BE Marine Engineering,134547,NA,General,11869,134547
https://www.careers360.com/university/indian-institute-of-technology-madras/cut-off,Indian Institute of Technology Madras,B.Tech and M.Tech Aerospace Engineering Dual Degree,NA,NA,General,4402,4819
https://www.careers360.com/university/indian-institute-of-technology-madras/cut-off,Indian Institute of Technology Madras,B.Tech and M.Tech Biological Engineering Dual Degree,NA,NA,General,1033,8056
https://www.careers360.com/university/indian-institute-of-technology-madras/cut-off,Indian Institute of Technology Madras,B.Tech and M.Tech Engineering Design,NA,NA,General,2353,5374
